IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
138.2.14.209,2087,2087,true,NRT,Asia Pacific,Tokyo,81,10.13
150.230.104.197,8443,8443,true,NRT,Asia Pacific,Tokyo,119,10.12
141.147.164.153,8880,8880,false,NRT,Asia Pacific,Tokyo,76,10.11
158.179.188.159,2086,2086,false,NRT,Asia Pacific,Tokyo,88,10.11
150.230.109.252,8880,8880,false,NRT,Asia Pacific,Tokyo,87,10.10
138.2.14.164,2095,2095,false,NRT,Asia Pacific,Tokyo,88,10.10
129.146.84.51,2086,443,true,LAX,North America,Los Angeles,178,10.10
141.148.225.0,443,443,true,FRA,Europe,Frankfurt,193,10.08
140.238.52.81,2096,2096,true,NRT,Asia Pacific,Tokyo,83,10.08
140.238.120.127,443,443,true,FRA,Europe,Frankfurt,179,10.08
141.147.164.123,80,80,false,NRT,Asia Pacific,Tokyo,78,10.07
140.238.62.12,2087,2087,true,NRT,Asia Pacific,Tokyo,75,10.07
132.226.212.174,443,443,true,FRA,Europe,Frankfurt,171,10.06
158.179.183.2,2082,2082,false,NRT,Asia Pacific,Tokyo,87,10.06
158.101.92.156,2095,2095,false,NRT,Asia Pacific,Tokyo,94,10.05
141.147.189.242,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.05
151.145.69.174,2096,2096,true,NRT,Asia Pacific,Tokyo,92,10.05
150.230.97.239,2087,2087,true,NRT,Asia Pacific,Tokyo,100,10.05
138.2.10.251,2083,2083,true,NRT,Asia Pacific,Tokyo,82,10.04
158.179.186.251,2096,2096,true,NRT,Asia Pacific,Tokyo,139,10.03
138.3.214.43,2053,2053,true,NRT,Asia Pacific,Tokyo,131,10.03
150.230.107.197,2095,2095,false,NRT,Asia Pacific,Tokyo,75,10.02
158.178.246.169,2053,2053,true,SIN,Asia Pacific,Singapore,19,10.01
130.162.180.134,443,443,true,FRA,Europe,Frankfurt,177,10.00
138.3.222.204,2096,2096,true,NRT,Asia Pacific,Tokyo,100,10.00
141.144.199.10,443,443,true,CDG,Europe,Paris,191,10.00
141.147.183.96,80,80,false,NRT,Asia Pacific,Tokyo,81,9.98
141.147.169.195,2086,2086,false,NRT,Asia Pacific,Tokyo,79,9.98
89.168.106.179,443,443,true,FRA,Europe,Frankfurt,160,9.98
141.147.63.231,443,443,true,FRA,Europe,Frankfurt,229,9.98
141.147.179.64,2086,2086,false,NRT,Asia Pacific,Tokyo,76,9.97
158.179.188.175,2083,2083,true,NRT,Asia Pacific,Tokyo,135,9.97
158.101.206.70,2053,443,true,AMS,Europe,Amsterdam,177,9.96
150.230.221.219,2082,2082,false,NRT,Asia Pacific,Tokyo,80,9.95
143.47.182.100,443,443,true,FRA,Europe,Frankfurt,252,9.95
141.147.168.13,2096,2096,true,NRT,Asia Pacific,Tokyo,148,9.95
138.2.7.72,2086,2086,false,NRT,Asia Pacific,Tokyo,86,9.95
150.230.221.219,2096,2096,true,NRT,Asia Pacific,Tokyo,77,9.94
132.145.56.142,443,443,true,LHR,Europe,London,168,9.94
150.230.99.173,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.93
129.146.84.51,2096,443,true,LAX,North America,Los Angeles,177,9.93
141.147.178.115,2082,2082,false,NRT,Asia Pacific,Tokyo,75,9.93
141.147.164.123,2096,2096,true,NRT,Asia Pacific,Tokyo,119,9.92
141.147.166.189,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.91
141.147.168.13,2052,2052,false,NRT,Asia Pacific,Tokyo,74,9.91
150.230.105.228,8443,8443,true,NRT,Asia Pacific,Tokyo,93,9.91
141.147.169.195,2083,2083,true,NRT,Asia Pacific,Tokyo,113,9.91
141.147.164.153,2087,2087,true,NRT,Asia Pacific,Tokyo,144,9.90
138.2.25.122,2083,2083,true,NRT,Asia Pacific,Tokyo,86,9.90
150.230.101.125,2087,2087,true,NRT,Asia Pacific,Tokyo,102,9.90
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,97,9.89
144.21.49.173,443,443,true,FRA,Europe,Frankfurt,166,9.89
150.230.98.39,2096,2096,true,NRT,Asia Pacific,Tokyo,81,9.86
138.2.14.209,80,80,false,NRT,Asia Pacific,Tokyo,78,9.83
150.230.216.34,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.80
150.230.219.83,2086,2086,false,NRT,Asia Pacific,Tokyo,78,9.80
141.147.189.242,2053,2053,true,NRT,Asia Pacific,Tokyo,104,9.79
143.47.185.211,443,443,true,FRA,Europe,Frankfurt,185,9.79
138.3.223.50,2053,2053,true,NRT,Asia Pacific,Tokyo,111,9.79
158.101.84.123,2053,2053,true,NRT,Asia Pacific,Tokyo,79,9.79
158.179.186.251,2083,2083,true,NRT,Asia Pacific,Tokyo,80,9.77
150.230.105.53,2083,2083,true,NRT,Asia Pacific,Tokyo,92,9.76
141.147.167.44,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.76
158.101.69.12,2053,2053,true,NRT,Asia Pacific,Tokyo,122,9.76
138.2.14.248,80,80,false,NRT,Asia Pacific,Tokyo,75,9.75
138.3.212.226,2087,2087,true,NRT,Asia Pacific,Tokyo,89,9.74
158.179.186.234,2086,2086,false,NRT,Asia Pacific,Tokyo,77,9.72
141.147.183.96,2095,2095,false,NRT,Asia Pacific,Tokyo,77,9.72
150.230.109.252,2083,2083,true,NRT,Asia Pacific,Tokyo,83,9.71
141.147.174.190,2053,2053,true,NRT,Asia Pacific,Tokyo,112,9.71
158.179.189.106,2086,2086,false,NRT,Asia Pacific,Tokyo,81,9.70
138.3.222.204,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.70
150.230.109.252,2052,2052,false,NRT,Asia Pacific,Tokyo,83,9.70
138.3.217.39,2087,2087,true,NRT,Asia Pacific,Tokyo,124,9.70
138.2.14.209,2095,2095,false,NRT,Asia Pacific,Tokyo,77,9.70
138.2.29.250,2052,2052,false,NRT,Asia Pacific,Tokyo,77,9.69
158.101.203.33,443,443,true,OSL,Europe,Oslo,167,9.69
158.101.70.155,2095,2095,false,NRT,Asia Pacific,Tokyo,79,9.68
141.147.179.64,8443,8443,true,NRT,Asia Pacific,Tokyo,133,9.67
151.145.75.28,2082,2082,false,NRT,Asia Pacific,Tokyo,90,9.67
150.230.106.21,2096,2096,true,NRT,Asia Pacific,Tokyo,142,9.67
158.101.68.48,2096,2096,true,NRT,Asia Pacific,Tokyo,92,9.65
141.147.164.123,2087,2087,true,NRT,Asia Pacific,Tokyo,100,9.63
158.179.188.175,8880,8880,false,NRT,Asia Pacific,Tokyo,77,9.61
150.230.105.53,2096,2096,true,NRT,Asia Pacific,Tokyo,83,9.61
158.101.68.48,2087,2087,true,NRT,Asia Pacific,Tokyo,117,9.60
151.145.74.56,8443,8443,true,NRT,Asia Pacific,Tokyo,86,9.60
138.3.211.101,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.59
150.230.220.232,2087,2087,true,NRT,Asia Pacific,Tokyo,80,9.59
138.2.12.32,2082,2082,false,NRT,Asia Pacific,Tokyo,78,9.58
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,82,9.57
138.3.223.70,2095,2095,false,NRT,Asia Pacific,Tokyo,75,9.57
150.230.219.168,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.57
150.230.105.228,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.56
141.147.178.202,8443,8443,true,NRT,Asia Pacific,Tokyo,78,9.56
141.147.167.44,2052,2052,false,NRT,Asia Pacific,Tokyo,76,9.56
129.146.60.210,443,443,true,LAX,North America,Los Angeles,178,9.55
138.3.217.39,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.54
192.9.138.241,443,443,true,SJC,North America,San Jose,182,9.54
150.230.222.185,2086,2086,false,NRT,Asia Pacific,Tokyo,79,9.54
141.147.164.123,2052,2052,false,NRT,Asia Pacific,Tokyo,78,9.54
141.147.183.96,2083,2083,true,NRT,Asia Pacific,Tokyo,117,9.53
138.3.211.101,2082,2082,false,NRT,Asia Pacific,Tokyo,77,9.53
140.238.48.97,2083,0,true,NRT,Asia Pacific,Tokyo,77,9.52
138.3.212.144,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.52
158.101.70.155,8443,8443,true,NRT,Asia Pacific,Tokyo,120,9.51
141.147.191.132,8443,8443,true,NRT,Asia Pacific,Tokyo,82,9.51
140.238.52.141,8443,8443,true,NRT,Asia Pacific,Tokyo,76,9.49
141.147.181.148,2083,2083,true,NRT,Asia Pacific,Tokyo,76,9.49
141.147.66.40,443,443,true,CDG,Europe,Paris,189,9.49
150.230.221.219,80,80,false,NRT,Asia Pacific,Tokyo,93,9.49
140.238.35.195,2096,2096,true,NRT,Asia Pacific,Tokyo,75,9.46
130.162.238.11,443,443,true,FRA,Europe,Frankfurt,180,9.44
130.162.175.214,443,443,true,FRA,Europe,Frankfurt,176,9.39
140.238.50.99,2083,2083,true,NRT,Asia Pacific,Tokyo,81,9.39
151.145.71.127,2095,2095,false,NRT,Asia Pacific,Tokyo,86,9.38
150.230.108.135,8880,8880,false,NRT,Asia Pacific,Tokyo,87,9.38
168.138.47.238,8443,80,false,KIX,Asia Pacific,Osaka,87,9.37
141.147.166.189,2083,2083,true,NRT,Asia Pacific,Tokyo,103,9.37
141.147.50.163,443,443,true,FRA,Europe,Frankfurt,173,9.37
150.230.108.135,8080,8080,false,NRT,Asia Pacific,Tokyo,94,9.36
158.101.84.123,8443,8443,true,NRT,Asia Pacific,Tokyo,121,9.35
138.2.13.200,8080,8080,false,NRT,Asia Pacific,Tokyo,85,9.34
140.83.37.145,2087,2087,true,NRT,Asia Pacific,Tokyo,83,9.33
138.2.8.232,2086,2086,false,NRT,Asia Pacific,Tokyo,75,9.32
138.2.11.179,8080,8080,false,NRT,Asia Pacific,Tokyo,80,9.30
150.230.105.53,8080,8080,false,NRT,Asia Pacific,Tokyo,75,9.29
150.230.104.197,2096,2096,true,NRT,Asia Pacific,Tokyo,98,9.29
141.147.119.98,443,443,true,FRA,Europe,Frankfurt,180,9.27
141.147.189.242,2086,2086,false,NRT,Asia Pacific,Tokyo,75,9.26
141.147.174.7,8443,8443,true,NRT,Asia Pacific,Tokyo,88,9.26
141.147.43.20,443,443,true,FRA,Europe,Frankfurt,187,9.26
141.147.169.131,8080,8080,false,NRT,Asia Pacific,Tokyo,74,9.25
193.123.36.134,443,443,true,FRA,Europe,Frankfurt,164,9.25
141.147.167.44,2086,2086,false,NRT,Asia Pacific,Tokyo,76,9.24
151.145.65.203,2095,2095,false,NRT,Asia Pacific,Tokyo,76,9.24
138.3.211.101,2053,2053,true,NRT,Asia Pacific,Tokyo,80,9.23
138.2.15.8,2096,2096,true,NRT,Asia Pacific,Tokyo,81,9.23
140.238.51.89,2087,2087,true,NRT,Asia Pacific,Tokyo,89,9.22
138.2.14.164,8880,8880,false,NRT,Asia Pacific,Tokyo,87,9.21
150.230.98.39,2095,2095,false,NRT,Asia Pacific,Tokyo,81,9.20
151.145.71.127,2053,2053,true,NRT,Asia Pacific,Tokyo,89,9.20
151.145.69.105,80,80,false,NRT,Asia Pacific,Tokyo,99,9.19
150.230.222.185,8080,8080,false,NRT,Asia Pacific,Tokyo,77,9.19
141.147.178.115,2053,2053,true,NRT,Asia Pacific,Tokyo,148,9.18
151.145.65.8,80,80,false,NRT,Asia Pacific,Tokyo,89,9.18
138.3.211.101,2083,2083,true,NRT,Asia Pacific,Tokyo,108,9.17
138.2.13.133,2083,2083,true,NRT,Asia Pacific,Tokyo,85,9.17
151.145.68.166,2083,2083,true,NRT,Asia Pacific,Tokyo,78,9.17
150.230.97.239,2083,2083,true,NRT,Asia Pacific,Tokyo,97,9.16
140.238.60.177,2096,2096,true,NRT,Asia Pacific,Tokyo,75,9.16
141.147.178.135,8080,8080,false,NRT,Asia Pacific,Tokyo,80,9.16
141.147.183.96,8443,8443,true,NRT,Asia Pacific,Tokyo,75,9.16
150.230.220.232,8880,8880,false,NRT,Asia Pacific,Tokyo,78,9.16
144.21.59.35,443,443,true,FRA,Europe,Frankfurt,198,9.15
151.145.71.127,2052,2052,false,NRT,Asia Pacific,Tokyo,75,9.14
150.230.108.135,2082,2082,false,NRT,Asia Pacific,Tokyo,89,9.13
150.230.107.94,2095,2095,false,NRT,Asia Pacific,Tokyo,85,9.13
141.147.164.123,8080,8080,false,NRT,Asia Pacific,Tokyo,74,9.12
138.3.223.50,8880,8880,false,NRT,Asia Pacific,Tokyo,84,9.11
141.147.183.96,8880,8880,false,NRT,Asia Pacific,Tokyo,86,9.11
132.226.208.6,443,443,true,FRA,Europe,Frankfurt,186,9.11
130.162.239.64,443,443,true,CDG,Europe,Paris,166,9.10
144.24.85.158,443,443,true,ICN,Asia Pacific,Seoul,67,9.08
158.101.92.156,2053,2053,true,NRT,Asia Pacific,Tokyo,100,9.07
138.3.212.144,8080,8080,false,NRT,Asia Pacific,Tokyo,87,9.07
140.238.40.136,8443,8443,true,NRT,Asia Pacific,Tokyo,81,9.07
141.147.191.132,2082,2082,false,NRT,Asia Pacific,Tokyo,90,9.07
138.2.25.122,2095,2095,false,NRT,Asia Pacific,Tokyo,77,9.06
138.3.222.204,80,80,false,NRT,Asia Pacific,Tokyo,77,9.06
158.101.92.156,2052,2052,false,NRT,Asia Pacific,Tokyo,96,9.03
138.3.210.114,80,80,false,NRT,Asia Pacific,Tokyo,75,9.03
158.101.68.100,8443,8443,true,NRT,Asia Pacific,Tokyo,102,9.01
140.238.34.208,2083,2083,true,NRT,Asia Pacific,Tokyo,82,9.01
150.230.114.203,443,443,true,DFW,North America,Dallas,192,8.99
138.2.20.230,2087,2087,true,NRT,Asia Pacific,Tokyo,86,8.99
141.147.174.7,2083,2083,true,NRT,Asia Pacific,Tokyo,95,8.98
150.230.105.53,2053,2053,true,NRT,Asia Pacific,Tokyo,202,8.98
150.230.98.39,2052,2052,false,NRT,Asia Pacific,Tokyo,74,8.98
151.145.71.127,2096,2096,true,NRT,Asia Pacific,Tokyo,95,8.95
141.147.164.54,2052,2052,false,NRT,Asia Pacific,Tokyo,78,8.95
141.147.169.195,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.94
141.148.244.243,443,443,true,CDG,Europe,Paris,170,8.94
141.147.189.242,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.93
138.2.14.164,80,80,false,NRT,Asia Pacific,Tokyo,75,8.93
151.145.68.166,80,80,false,NRT,Asia Pacific,Tokyo,86,8.92
151.145.66.219,2053,2053,true,NRT,Asia Pacific,Tokyo,96,8.92
151.145.74.56,2052,2052,false,NRT,Asia Pacific,Tokyo,88,8.91
138.3.223.50,8080,8080,false,NRT,Asia Pacific,Tokyo,78,8.91
138.3.208.9,2082,2082,false,NRT,Asia Pacific,Tokyo,92,8.91
141.147.167.44,2053,2053,true,NRT,Asia Pacific,Tokyo,141,8.89
150.230.105.228,8080,8080,false,NRT,Asia Pacific,Tokyo,88,8.89
140.238.33.94,2087,2087,true,NRT,Asia Pacific,Tokyo,81,8.89
138.3.223.50,2087,2087,true,NRT,Asia Pacific,Tokyo,110,8.89
158.101.68.100,2096,2096,true,NRT,Asia Pacific,Tokyo,94,8.89
150.230.105.228,2053,2053,true,NRT,Asia Pacific,Tokyo,90,8.88
158.179.188.175,2095,2095,false,NRT,Asia Pacific,Tokyo,83,8.87
158.179.180.233,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.87
141.147.181.148,2087,2087,true,NRT,Asia Pacific,Tokyo,174,8.87
141.147.101.129,443,443,true,AMS,Europe,Amsterdam,188,8.86
150.230.109.252,2053,2053,true,NRT,Asia Pacific,Tokyo,101,8.85
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,92,8.85
141.147.183.96,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.85
193.123.37.27,443,443,true,FRA,Europe,Frankfurt,162,8.85
141.147.174.7,8080,8080,false,NRT,Asia Pacific,Tokyo,85,8.84
141.147.169.195,8443,8443,true,NRT,Asia Pacific,Tokyo,78,8.84
138.3.210.114,2052,2052,false,NRT,Asia Pacific,Tokyo,78,8.84
158.101.69.144,2083,2083,true,NRT,Asia Pacific,Tokyo,91,8.82
141.147.167.40,8443,8443,true,NRT,Asia Pacific,Tokyo,116,8.82
150.230.106.21,2087,2087,true,NRT,Asia Pacific,Tokyo,77,8.81
140.238.58.200,443,0,true,NRT,Asia Pacific,Tokyo,74,8.81
138.2.10.251,80,80,false,NRT,Asia Pacific,Tokyo,80,8.79
141.147.167.40,2082,2082,false,NRT,Asia Pacific,Tokyo,84,8.77
141.144.194.157,443,443,true,FRA,Europe,Frankfurt,169,8.77
150.230.99.173,2083,2083,true,NRT,Asia Pacific,Tokyo,77,8.77
138.3.223.50,2083,2083,true,NRT,Asia Pacific,Tokyo,129,8.76
150.230.221.219,2095,2095,false,NRT,Asia Pacific,Tokyo,91,8.76
168.138.205.38,2096,0,true,NRT,Asia Pacific,Tokyo,83,8.76
141.147.106.186,443,443,true,FRA,Europe,Frankfurt,183,8.76
141.147.163.68,443,443,true,NRT,Asia Pacific,Tokyo,93,8.76
141.147.91.211,443,443,true,FRA,Europe,Frankfurt,198,8.75
158.179.183.2,80,80,false,NRT,Asia Pacific,Tokyo,85,8.74
150.230.107.94,2083,2083,true,NRT,Asia Pacific,Tokyo,94,8.73
138.3.215.11,2096,2096,true,NRT,Asia Pacific,Tokyo,78,8.73
158.179.188.7,8080,8080,false,NRT,Asia Pacific,Tokyo,77,8.72
150.230.219.168,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.72
150.230.107.197,80,80,false,NRT,Asia Pacific,Tokyo,87,8.71
150.230.107.197,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.69
138.2.29.250,80,80,false,NRT,Asia Pacific,Tokyo,75,8.68
158.179.188.7,80,80,false,NRT,Asia Pacific,Tokyo,74,8.68
150.230.219.83,2087,2087,true,NRT,Asia Pacific,Tokyo,78,8.66
141.147.164.153,2082,2082,false,NRT,Asia Pacific,Tokyo,79,8.66
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,110,8.66
138.2.7.72,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.65
150.230.220.232,8080,8080,false,NRT,Asia Pacific,Tokyo,85,8.65
158.179.190.253,2052,2052,false,NRT,Asia Pacific,Tokyo,84,8.64
138.2.24.114,2052,2052,false,NRT,Asia Pacific,Tokyo,78,8.64
158.101.69.144,2087,2087,true,NRT,Asia Pacific,Tokyo,125,8.63
151.145.66.219,2095,2095,false,NRT,Asia Pacific,Tokyo,92,8.63
150.230.101.125,2095,2095,false,NRT,Asia Pacific,Tokyo,75,8.62
141.147.178.115,2083,2083,true,NRT,Asia Pacific,Tokyo,123,8.62
150.230.221.219,2086,2086,false,NRT,Asia Pacific,Tokyo,79,8.61
150.230.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,95,8.60
84.235.165.25,443,443,true,FRA,Europe,Frankfurt,159,8.59
151.145.74.56,80,80,false,NRT,Asia Pacific,Tokyo,77,8.59
158.179.183.2,2083,2083,true,NRT,Asia Pacific,Tokyo,98,8.59
152.70.123.225,8443,443,true,SJC,North America,San Jose,174,8.59
138.2.29.250,8443,8443,true,NRT,Asia Pacific,Tokyo,90,8.58
151.145.71.127,2083,2083,true,NRT,Asia Pacific,Tokyo,88,8.57
141.147.189.242,2083,2083,true,NRT,Asia Pacific,Tokyo,82,8.56
158.101.81.4,2096,2096,true,NRT,Asia Pacific,Tokyo,98,8.56
138.2.19.122,2087,2087,true,NRT,Asia Pacific,Tokyo,86,8.55
138.2.8.232,2095,2095,false,NRT,Asia Pacific,Tokyo,90,8.54
150.230.98.39,8443,8443,true,NRT,Asia Pacific,Tokyo,81,8.54
138.3.217.39,2083,2083,true,NRT,Asia Pacific,Tokyo,108,8.53
140.238.35.78,2083,2083,true,NRT,Asia Pacific,Tokyo,78,8.53
150.230.105.53,8443,8443,true,NRT,Asia Pacific,Tokyo,85,8.52
141.147.174.190,2052,2052,false,NRT,Asia Pacific,Tokyo,75,8.51
129.146.247.85,2053,443,true,LAX,North America,Los Angeles,210,8.51
141.147.178.135,80,80,false,NRT,Asia Pacific,Tokyo,78,8.48
141.147.164.123,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.47
158.179.188.175,2053,2053,true,NRT,Asia Pacific,Tokyo,104,8.45
84.235.169.28,443,443,true,FRA,Europe,Frankfurt,169,8.44
141.147.167.40,2053,2053,true,NRT,Asia Pacific,Tokyo,138,8.44
150.230.216.34,2053,2053,true,NRT,Asia Pacific,Tokyo,95,8.43
138.2.25.122,2052,2052,false,NRT,Asia Pacific,Tokyo,92,8.42
141.147.175.230,8443,8443,true,NRT,Asia Pacific,Tokyo,177,8.41
141.148.237.234,443,443,true,LHR,Europe,London,158,8.41
141.147.174.190,2087,2087,true,NRT,Asia Pacific,Tokyo,81,8.40
138.2.13.133,80,80,false,NRT,Asia Pacific,Tokyo,75,8.39
141.147.178.135,2087,2087,true,NRT,Asia Pacific,Tokyo,89,8.38
151.145.68.166,2087,2087,true,NRT,Asia Pacific,Tokyo,77,8.38
150.230.107.197,2096,2096,true,NRT,Asia Pacific,Tokyo,92,8.37
158.179.178.145,2083,2083,true,NRT,Asia Pacific,Tokyo,107,8.36
141.147.181.148,80,80,false,NRT,Asia Pacific,Tokyo,81,8.36
138.3.210.114,2087,2087,true,NRT,Asia Pacific,Tokyo,76,8.34
150.230.104.197,2087,2087,true,NRT,Asia Pacific,Tokyo,97,8.33
150.230.105.228,2096,2096,true,NRT,Asia Pacific,Tokyo,155,8.31
130.61.159.22,443,443,true,FRA,Europe,Frankfurt,175,8.29
138.3.215.11,8443,8443,true,NRT,Asia Pacific,Tokyo,78,8.28
138.3.211.101,2095,2095,false,NRT,Asia Pacific,Tokyo,78,8.27
138.2.20.230,2053,2053,true,NRT,Asia Pacific,Tokyo,134,8.27
158.179.186.234,2083,2083,true,NRT,Asia Pacific,Tokyo,128,8.26
132.226.193.37,2053,443,true,FRA,Europe,Frankfurt,163,8.26
140.238.40.136,2087,2087,true,NRT,Asia Pacific,Tokyo,79,8.26
141.147.167.44,2096,2096,true,NRT,Asia Pacific,Tokyo,84,8.24
150.230.108.135,2087,2087,true,NRT,Asia Pacific,Tokyo,85,8.22
129.146.142.233,2086,443,true,LAX,North America,Los Angeles,204,8.19
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,140,8.19
151.145.69.105,2087,2087,true,NRT,Asia Pacific,Tokyo,78,8.17
141.147.166.189,80,80,false,NRT,Asia Pacific,Tokyo,79,8.15
151.145.71.40,2083,2083,true,NRT,Asia Pacific,Tokyo,94,8.13
138.3.212.144,2052,2052,false,NRT,Asia Pacific,Tokyo,76,8.11
138.3.215.11,2053,2053,true,NRT,Asia Pacific,Tokyo,93,8.06
141.147.166.189,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.06
141.147.175.230,80,80,false,NRT,Asia Pacific,Tokyo,78,8.04
151.145.65.8,2087,2087,true,NRT,Asia Pacific,Tokyo,77,8.04
138.3.211.101,2096,2096,true,NRT,Asia Pacific,Tokyo,94,8.02
138.3.215.11,80,80,false,NRT,Asia Pacific,Tokyo,75,8.02
141.148.240.100,443,443,true,ATL,North America,Atlanta,178,8.02
138.3.214.43,2083,2083,true,NRT,Asia Pacific,Tokyo,97,8.02
158.179.186.234,2053,2053,true,NRT,Asia Pacific,Tokyo,86,8.01
158.179.186.234,8080,8080,false,NRT,Asia Pacific,Tokyo,75,8.00
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,83,7.99
141.147.174.190,2095,2095,false,NRT,Asia Pacific,Tokyo,75,7.99
141.147.164.54,2083,2083,true,NRT,Asia Pacific,Tokyo,77,7.94
150.230.99.173,2087,2087,true,NRT,Asia Pacific,Tokyo,106,7.91
141.147.178.115,8880,8880,false,NRT,Asia Pacific,Tokyo,75,7.91
141.147.175.230,2087,2087,true,NRT,Asia Pacific,Tokyo,79,7.91
158.179.176.239,2087,2087,true,NRT,Asia Pacific,Tokyo,130,7.90
151.145.68.166,2086,2086,false,NRT,Asia Pacific,Tokyo,95,7.90
141.147.191.211,2053,2053,true,NRT,Asia Pacific,Tokyo,78,7.89
151.145.66.219,2083,2083,true,NRT,Asia Pacific,Tokyo,84,7.88
138.3.212.144,2083,2083,true,NRT,Asia Pacific,Tokyo,84,7.88
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,120,7.88
138.3.208.9,8443,8443,true,NRT,Asia Pacific,Tokyo,104,7.88
141.147.189.242,8443,8443,true,NRT,Asia Pacific,Tokyo,84,7.85
151.145.68.166,2096,2096,true,NRT,Asia Pacific,Tokyo,84,7.84
141.147.168.13,8880,8880,false,NRT,Asia Pacific,Tokyo,78,7.81
158.101.92.156,80,80,false,NRT,Asia Pacific,Tokyo,87,7.80
150.230.219.83,8080,8080,false,NRT,Asia Pacific,Tokyo,84,7.80
150.230.98.39,80,80,false,NRT,Asia Pacific,Tokyo,86,7.80
141.147.178.115,2096,2096,true,NRT,Asia Pacific,Tokyo,142,7.80
158.179.190.253,2082,2082,false,NRT,Asia Pacific,Tokyo,75,7.79
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.79
141.147.174.7,2096,2096,true,NRT,Asia Pacific,Tokyo,118,7.79
158.179.188.7,2096,2096,true,NRT,Asia Pacific,Tokyo,96,7.79
140.238.51.89,2083,2083,true,NRT,Asia Pacific,Tokyo,80,7.77
141.147.167.44,8443,8443,true,NRT,Asia Pacific,Tokyo,77,7.77
158.178.242.5,2086,2086,false,SIN,Asia Pacific,Singapore,35,7.76
150.230.107.94,2053,2053,true,NRT,Asia Pacific,Tokyo,224,7.76
150.230.104.197,8880,8880,false,NRT,Asia Pacific,Tokyo,79,7.76
141.147.178.135,2053,2053,true,NRT,Asia Pacific,Tokyo,86,7.75
141.147.189.242,2095,2095,false,NRT,Asia Pacific,Tokyo,81,7.75
150.230.219.83,2083,2083,true,NRT,Asia Pacific,Tokyo,91,7.74
150.230.219.83,80,80,false,NRT,Asia Pacific,Tokyo,87,7.72
150.230.216.117,2052,2052,false,NRT,Asia Pacific,Tokyo,84,7.71
158.101.92.156,2086,2086,false,NRT,Asia Pacific,Tokyo,75,7.70
150.230.222.185,8443,8443,true,NRT,Asia Pacific,Tokyo,78,7.69
140.238.32.238,8443,8443,true,NRT,Asia Pacific,Tokyo,87,7.69
141.147.169.131,2096,2096,true,NRT,Asia Pacific,Tokyo,76,7.68
141.147.80.20,443,443,true,FRA,Europe,Frankfurt,188,7.67
140.238.33.94,8443,8443,true,NRT,Asia Pacific,Tokyo,76,7.65
141.147.175.230,2083,2083,true,NRT,Asia Pacific,Tokyo,102,7.65
144.24.85.158,80,80,false,ICN,Asia Pacific,Seoul,91,7.63
150.230.221.219,8080,8080,false,NRT,Asia Pacific,Tokyo,79,7.63
138.3.212.226,8443,8443,true,NRT,Asia Pacific,Tokyo,98,7.62
141.147.168.13,2083,2083,true,NRT,Asia Pacific,Tokyo,103,7.61
138.2.24.114,8080,8080,false,NRT,Asia Pacific,Tokyo,81,7.61
158.178.246.169,8443,8443,true,SIN,Asia Pacific,Singapore,24,7.59
138.2.6.252,8880,8880,false,NRT,Asia Pacific,Tokyo,76,7.58
138.2.19.122,2095,2095,false,NRT,Asia Pacific,Tokyo,78,7.57
138.3.217.39,2082,2082,false,NRT,Asia Pacific,Tokyo,77,7.56
141.147.174.190,2086,2086,false,NRT,Asia Pacific,Tokyo,82,7.56
138.2.19.122,2086,2086,false,NRT,Asia Pacific,Tokyo,79,7.55
158.179.188.7,2086,2086,false,NRT,Asia Pacific,Tokyo,87,7.55
